CASE_NAME,ABS_WF_D,STAT_CC_D,STAT_CC_A,STAT_CC_D_AN,STAT_CC_A_CA,STAT_N,STAT_N_D,STAT_N_A,ABS_F_D,CT_F_CONN_D,CT_F_CONN_D_AN,CT_F_CONN_A_CA,DISS_WF10_D,DISS_F10_D,STAT_E,CT_E_CONN,CT_F_E_CONN,CT_E_D_AN,CT_E_A_CA,CT_F_D_TORT1,CT_F_A_TORT1,INT_D,INT_R,INT_G,JSC,JSC_INT_D,INT_R_INT_D,INT_D_INT_G,PASS_TEST
t1_20x20_test00280,0.3832620084285736,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.37503498792648315,0.6208530068397522,152,152,1,109,104,0.7819910049438477,0.8518519997596741,2.0469457600442796e+27,8.17745824994511e+25,6.383813661001068e+27,4.350289821624756,0.9857919216156006,0.039949558675289154,0.3206462264060974,True
t1_40x40_test00990,0.35168901085853577,3,1,3,1,1600,854,746,0.5337499976158142,1,1,1,0.7523040175437927,1,677,677,1,618,544,0.4192039966583252,0.6528149843215942,4.269897955827878e+27,6.782535016639912e+26,6.138114835855464e+27,8.01455020904541,0.8706328868865967,0.15884537994861603,0.6956366896629333,True
t1_20x20_test00100,0.38408800959587097,1,2,1,1,400,204,196,0.5099999904632568,0.9975000023841858,1,0.9948980212211609,0.2848820090293884,0.49019598960876465,108,104,0.9629629850387573,79,69,0.985293984413147,0.9589740037918091,1.2926865814952407e+27,3.4022978772894114e+24,5.957539805691874e+27,2.7838499546051025,0.9989091753959656,0.002631958806887269,0.21698328852653503,True
t1_20x20_test00180,0.3947179913520813,1,1,1,1,400,214,186,0.5350000262260437,1,1,1,0.32172098755836487,0.5327100157737732,126,126,1,93,83,0.8925229907035828,0.9838709831237793,1.6777247326760172e+27,8.947348793593841e+24,6.232831930698191e+27,3.646239995956421,1.0080868005752563,0.005333025474101305,0.26917535066604614,True
t1_20x20_test00070,0.3834950029850006,1,1,1,1,400,202,198,0.5049999952316284,1,1,1,0.22854900360107422,0.4059410095214844,76,76,1,62,56,0.9950500130653381,0.9949489831924438,1.0508560385818935e+27,1.433231742367474e+24,6.073222436831111e+27,2.3043301105499268,1.017126202583313,0.0013638706877827644,0.1730310320854187,True
t1_40x40_test00790,0.3507840037345886,1,2,1,1,1600,848,752,0.5299999713897705,0.9993749856948853,1,0.9986699819564819,0.7562549710273743,1,685,681,0.9941610097885132,624,540,0.44811299443244934,0.6338220238685608,4.319060742393603e+27,6.651545424842264e+26,6.10777894386532e+27,8.095499992370605,0.8694162368774414,0.15400443971157074,0.7071409821510315,True
t1_40x40_test00230,0.3571160137653351,1,1,1,1,1600,857,743,0.5356249809265137,1,1,1,0.7217050194740295,1,581,581,1,550,493,0.4492419958114624,0.6675639748573303,4.577807761279281e+27,1.3306430448231632e+27,6.188673672012688e+27,7.2856597900390625,0.7382181882858276,0.29067254066467285,0.7397074103355408,True
t1_40x40_test00370,0.3537519872188568,2,2,2,1,1600,852,748,0.5325000286102295,0.9993749856948853,1,0.9986630082130432,0.7362629771232605,1,622,618,0.993569016456604,581,507,0.46009400486946106,0.6492639780044556,4.260616144505798e+27,7.324214064057475e+26,6.137743539790749e+27,7.810999870300293,0.850369393825531,0.1719050407409668,0.6941665410995483,True
t1_20x20_test00660,0.36191698908805847,1,1,1,1,400,208,192,0.5199999809265137,1,1,1,0.5523859858512878,0.903846025466919,202,202,1,159,135,0.6201919913291931,0.7291669845581055,2.880671003305665e+27,3.242466109379615e+26,6.31855055620781e+27,5.502530097961426,0.8860172033309937,0.11255939304828644,0.4559069573879242,True
t1_80x80_test00580,0.35568198561668396,4,9,3,1,6400,3431,2969,0.5360940098762512,0.9985939860343933,0.9997090101242065,0.9973049759864807,0.8331339955329895,1,2138,2102,0.983161985874176,1924,1743,0.3099130094051361,0.5336040258407593,5.116309246349683e+27,8.131397836797702e+26,6.156853776355302e+27,9.471050262451172,0.8586471676826477,0.1589309424161911,0.8309940695762634,True
t1_40x40_test00650,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_40x40_test00640,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_40x40_test00720,0.35389700531959534,4,4,4,1,1600,856,744,0.5350000262260437,0.9981250166893005,1,0.9959679841995239,0.7505170106887817,1,666,654,0.9819819927215576,610,523,0.446262001991272,0.663968026638031,4.256005639078991e+27,4.225243332152839e+26,6.174619319063857e+27,8.43589973449707,0.9193960428237915,0.09927720576524734,0.6892741918563843,True
t1_40x40_test00800,0.3508780002593994,3,3,3,1,1600,852,748,0.5325000286102295,0.9987499713897705,1,0.9973260164260864,0.758201003074646,1,687,679,0.9883549809455872,631,546,0.45187801122665405,0.662198007106781,4.3856830032902124e+27,6.208387486043332e+26,6.179025877288185e+27,8.27068042755127,0.8747367858886719,0.14156033098697662,0.7097693085670471,True
t1_40x40_test00510,0.35523900389671326,3,1,3,1,1600,857,743,0.5356249809265137,1,1,1,0.7382799983024597,1,645,645,1,590,525,0.46557798981666565,0.6581429839134216,4.25053212117744e+27,6.460394359792382e+26,6.200919358598579e+27,8.01509952545166,0.874659538269043,0.15199024975299835,0.6854680776596069,True
t1_80x80_test00630,0.3559589982032776,1,9,1,1,6400,3438,2962,0.5371879935264587,0.9987499713897705,1,0.9972990155220032,0.8371909856796265,1,2129,2097,0.9849690198898315,1950,1764,0.31529998779296875,0.5280969738960266,5.39262199281211e+27,1.2661731500250742e+27,6.193172906679242e+27,9.274979591369629,0.7977859973907471,0.23479729890823364,0.8707365393638611,True
t1_80x80_test00520,0.35568198561668396,4,9,3,1,6400,3431,2969,0.5360940098762512,0.9985939860343933,0.9997090101242065,0.9973049759864807,0.8331339955329895,1,2138,2102,0.983161985874176,1924,1743,0.3099130094051361,0.5336040258407593,5.116309246349683e+27,8.131397836797702e+26,6.156853776355302e+27,9.471050262451172,0.8586471676826477,0.1589309424161911,0.8309940695762634,True
t1_20x20_test00450,0.3794580101966858,1,1,1,1,400,212,188,0.5299999713897705,1,1,1,0.44418099522590637,0.7169809937477112,178,178,1,131,117,0.7358490228652954,0.829787015914917,2.614108467890838e+27,1.945410047615635e+26,6.58326694147574e+27,5.220980167388916,0.9264070391654968,0.07441964000463486,0.39708372950553894,True
t1_40x40_test00850,0.3508780002593994,3,3,3,1,1600,852,748,0.5325000286102295,0.9987499713897705,1,0.9973260164260864,0.758201003074646,1,687,679,0.9883549809455872,631,546,0.45187801122665405,0.662198007106781,4.3856830032902124e+27,6.208387486043332e+26,6.179025877288185e+27,8.27068042755127,0.8747367858886719,0.14156033098697662,0.7097693085670471,True
t1_40x40_test00830,0.3508780002593994,3,3,3,1,1600,852,748,0.5325000286102295,0.9987499713897705,1,0.9973260164260864,0.758201003074646,1,687,679,0.9883549809455872,631,546,0.45187801122665405,0.662198007106781,4.3856830032902124e+27,6.208387486043332e+26,6.179025877288185e+27,8.27068042755127,0.8747367858886719,0.14156033098697662,0.7097693085670471,True
t1_40x40_test01270,0.3499230146408081,3,1,3,1,1600,851,749,0.5318750143051147,1,1,1,0.7650420069694519,1,717,717,1,642,552,0.4371330142021179,0.6301739811897278,4.3761647784960835e+27,5.613505446173021e+26,6.133336981566421e+27,8.401280403137207,0.8904820680618286,0.12827454507350922,0.7135047316551208,True
t1_40x40_test00590,0.3565320074558258,1,3,1,1,1600,859,741,0.5368750095367432,0.9987499713897705,1,0.9973009824752808,0.7458760142326355,1,662,654,0.9879149794578552,609,524,0.4714779853820801,0.6630579829216003,4.4900109993692945e+27,9.61607517913306e+26,6.196884096438967e+27,7.870140075683594,0.8130335211753845,0.21416595578193665,0.724559485912323,True
t1_20x20_test00840,0.3487490117549896,1,1,1,1,400,209,191,0.5224999785423279,1,1,1,0.6448569893836975,1,222,222,1,195,152,0.5980859994888306,0.7748690247535706,3.4943342636132306e+27,4.2273909020979004e+26,5.977531353901293e+27,6.836510181427002,0.9074932932853699,0.120978444814682,0.5845781564712524,True
t1_40x40_test00250,0.3571160137653351,1,1,1,1,1600,857,743,0.5356249809265137,1,1,1,0.7217050194740295,1,581,581,1,550,493,0.4492419958114624,0.6675639748573303,4.577807761279281e+27,1.3306430448231632e+27,6.188673672012688e+27,7.2856597900390625,0.7382181882858276,0.29067254066467285,0.7397074103355408,True
t1_20x20_test00240,0.3970769941806793,1,1,1,1,400,216,184,0.5400000214576721,1,1,1,0.32762598991394043,0.5370370149612427,132,132,1,96,84,0.8796300292015076,0.9782609939575195,1.766968604765098e+27,9.69645954121214e+24,6.345360611322682e+27,3.7942299842834473,0.9960203766822815,0.0054876240901649,0.27846622467041016,True
t1_40x40_test00810,0.3508780002593994,3,3,3,1,1600,852,748,0.5325000286102295,0.9987499713897705,1,0.9973260164260864,0.758201003074646,1,687,679,0.9883549809455872,631,546,0.45187801122665405,0.662198007106781,4.3856830032902124e+27,6.208387486043332e+26,6.179025877288185e+27,8.27068042755127,0.8747367858886719,0.14156033098697662,0.7097693085670471,True
t1_40x40_test00050,0.3512769937515259,5,8,3,1,1600,842,758,0.5262500047683716,0.9937499761581421,0.9976249933242798,0.9894459843635559,0.7280219793319702,1,631,593,0.9397779703140259,560,499,0.45357099175453186,0.5946670174598694,4.3582835378086976e+27,7.860326621983355e+26,6.257230037131937e+27,7.821340084075928,0.8324134349822998,0.18035373091697693,0.6965196132659912,True
t1_20x20_test00550,0.3743259906768799,1,1,1,1,400,213,187,0.5325000286102295,1,1,1,0.5061650276184082,0.8122069835662842,178,178,1,152,119,0.68544602394104,0.7700530290603638,2.7889177837267495e+27,3.07392300493159e+26,6.591245379648549e+27,5.415599822998047,0.9007084965705872,0.11021920293569565,0.4231245517730713,True
t1_20x20_test00250,0.3970769941806793,1,1,1,1,400,216,184,0.5400000214576721,1,1,1,0.32762598991394043,0.5370370149612427,132,132,1,96,84,0.8796300292015076,0.9782609939575195,1.766968604765098e+27,9.69645954121214e+24,6.345360611322682e+27,3.7942299842834473,0.9960203766822815,0.0054876240901649,0.27846622467041016,True
t1_40x40_test01090,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
t1_40x40_test00350,0.3537519872188568,2,2,2,1,1600,852,748,0.5325000286102295,0.9993749856948853,1,0.9986630082130432,0.7362629771232605,1,622,618,0.993569016456604,581,507,0.46009400486946106,0.6492639780044556,4.260616144505798e+27,7.324214064057475e+26,6.137743539790749e+27,7.810999870300293,0.850369393825531,0.1719050407409668,0.6941665410995483,True
t1_40x40_test00160,0.35741400718688965,2,1,1,1,1600,856,744,0.5350000262260437,0.9993749856948853,0.9988319873809814,1,0.7193920016288757,1,601,597,0.9933440089225769,552,489,0.46198800206184387,0.6357529759407043,4.308420070116077e+27,1.0642101531256859e+27,6.245262970168535e+27,7.321199893951416,0.788202166557312,0.24700704216957092,0.6898701190948486,True
t1_20x20_test00950,0.3391219973564148,4,1,4,1,400,206,194,0.5149999856948853,1,1,1,0.6481770277023315,1,227,227,1,190,160,0.6407769918441772,0.7731959819793701,3.6783696078171436e+27,3.367416606102413e+26,5.894178043703781e+27,7.450739860534668,0.9395447373390198,0.0915464535355568,0.6240682601928711,True
t1_20x20_test00120,0.3855670094490051,1,1,1,1,400,206,194,0.5149999856948853,1,1,1,0.3008730113506317,0.5097090005874634,108,108,1,85,75,0.9611650109291077,0.9639179706573486,1.5607846238867636e+27,5.222668929927555e+25,6.168078841485083e+27,3.254539966583252,0.9672083258628845,0.03346181660890579,0.2530422508716583,True
t1_40x40_test01240,0.3499230146408081,3,1,3,1,1600,851,749,0.5318750143051147,1,1,1,0.7650420069694519,1,717,717,1,642,552,0.4371330142021179,0.6301739811897278,4.3761647784960835e+27,5.613505446173021e+26,6.133336981566421e+27,8.401280403137207,0.8904820680618286,0.12827454507350922,0.7135047316551208,True
t1_20x20_test00690,0.3649260103702545,1,1,1,1,400,213,187,0.5325000286102295,1,1,1,0.5993689894676208,0.9953050017356873,204,204,1,177,137,0.5492960214614868,0.764706015586853,3.125748542110867e+27,3.6593053405388225e+26,6.25792599589235e+27,6.056690216064453,0.8987827301025391,0.11706972867250443,0.4994863271713257,True
t1_40x40_test00180,0.35476699471473694,1,3,1,1,1600,854,746,0.5337499976158142,0.9987499713897705,1,0.9973189830780029,0.7232630252838135,1,602,594,0.9867110252380371,555,489,0.48009398579597473,0.6572579741477966,4.37622498866874e+27,1.0113039318915951e+27,6.201568683989974e+27,7.5685200691223145,0.8022037744522095,0.2310904711484909,0.7056642174720764,True
t1_80x80_test00410,0.3534570038318634,4,11,1,2,6400,3405,2995,0.5320309996604919,0.9981250166893005,0.999118983745575,0.9969949722290039,0.8305240273475647,1,2079,2031,0.9769120216369629,1873,1726,0.3403880000114441,0.5375080108642578,5.298786209614249e+27,1.190088521075391e+27,6.154766490369873e+27,9.122989654541016,0.7986090183258057,0.22459645569324493,0.8609239459037781,True
t1_40x40_test01340,0.3524619936943054,2,3,2,1,1600,855,745,0.534375011920929,0.9987499713897705,1,0.997314989566803,0.7704370021820068,1,713,705,0.9887800216674805,657,561,0.37193000316619873,0.6406459808349609,4.326473086884277e+27,4.441877836270788e+26,6.147623320768722e+27,8.531530380249023,0.9146739840507507,0.1026674136519432,0.703763484954834,True
t1_80x80_test00390,0.35282498598098755,1,7,1,1,6400,3405,2995,0.5320309996604919,0.9990620017051697,1,0.997996985912323,0.8272960186004639,1,2052,2028,0.9883040189743042,1842,1705,0.34508100152015686,0.5175639986991882,5.274294836442466e+27,1.1832931832804942e+27,6.130415017305145e+27,9.025320053100586,0.7937278151512146,0.2243509739637375,0.8603488206863403,True
t1_20x20_test00590,0.36314699053764343,1,2,1,1,400,209,191,0.5224999785423279,0.9975000023841858,1,0.994763970375061,0.5633599758148193,0.9043059945106506,196,192,0.9795920252799988,167,127,0.6076560020446777,0.7526320219039917,2.757700875239645e+27,2.4924231555495514e+26,6.170490790166208e+27,5.422760009765625,0.9121087193489075,0.0903804674744606,0.4469175934791565,True
t1_20x20_test00580,0.36314699053764343,1,2,1,1,400,209,191,0.5224999785423279,0.9975000023841858,1,0.994763970375061,0.5633599758148193,0.9043059945106506,196,192,0.9795920252799988,167,127,0.6076560020446777,0.7526320219039917,2.757700875239645e+27,2.4924231555495514e+26,6.170490790166208e+27,5.422760009765625,0.9121087193489075,0.0903804674744606,0.4469175934791565,True
t1_20x20_test00370,0.3699679970741272,1,1,1,1,400,207,193,0.5174999833106995,1,1,1,0.43482598662376404,0.7101449966430664,166,166,1,125,121,0.7632849812507629,0.8082900047302246,2.4064818040519867e+27,1.8688058845658598e+26,6.273186323181743e+27,4.884230136871338,0.9414275884628296,0.07765717804431915,0.3836139440536499,True
t1_40x40_test00780,0.35389700531959534,4,4,4,1,1600,856,744,0.5350000262260437,0.9981250166893005,1,0.9959679841995239,0.7505170106887817,1,666,654,0.9819819927215576,610,523,0.446262001991272,0.663968026638031,4.256005639078991e+27,4.225243332152839e+26,6.174619319063857e+27,8.43589973449707,0.9193960428237915,0.09927720576524734,0.6892741918563843,True
t1_40x40_test01140,0.3505539894104004,2,2,2,1,1600,849,751,0.5306249856948853,0.9993749856948853,1,0.9986680150032043,0.760981023311615,1,700,696,0.9942860007286072,631,560,0.45583000779151917,0.6586670279502869,4.286475528218087e+27,5.0442278560119e+26,6.167708135716177e+27,8.33178997039795,0.9015946984291077,0.11767774075269699,0.6949868202209473,True
t1_80x80_test00450,0.3534570038318634,4,11,1,2,6400,3405,2995,0.5320309996604919,0.9981250166893005,0.999118983745575,0.9969949722290039,0.8305240273475647,1,2079,2031,0.9769120216369629,1873,1726,0.3403880000114441,0.5375080108642578,5.298786209614249e+27,1.190088521075391e+27,6.154766490369873e+27,9.122989654541016,0.7986090183258057,0.22459645569324493,0.8609239459037781,True
t1_40x40_test00670,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_40x40_test00220,0.3571160137653351,1,1,1,1,1600,857,743,0.5356249809265137,1,1,1,0.7217050194740295,1,581,581,1,550,493,0.4492419958114624,0.6675639748573303,4.577807761279281e+27,1.3306430448231632e+27,6.188673672012688e+27,7.2856597900390625,0.7382181882858276,0.29067254066467285,0.7397074103355408,True
t1_40x40_test01220,0.3499230146408081,3,1,3,1,1600,851,749,0.5318750143051147,1,1,1,0.7650420069694519,1,717,717,1,642,552,0.4371330142021179,0.6301739811897278,4.3761647784960835e+27,5.613505446173021e+26,6.133336981566421e+27,8.401280403137207,0.8904820680618286,0.12827454507350922,0.7135047316551208,True
t1_40x40_test00960,0.35168901085853577,3,1,3,1,1600,854,746,0.5337499976158142,1,1,1,0.7523040175437927,1,677,677,1,618,544,0.4192039966583252,0.6528149843215942,4.269897955827878e+27,6.782535016639912e+26,6.138114835855464e+27,8.01455020904541,0.8706328868865967,0.15884537994861603,0.6956366896629333,True
t1_20x20_test00900,0.3391219973564148,4,1,4,1,400,206,194,0.5149999856948853,1,1,1,0.6481770277023315,1,227,227,1,190,160,0.6407769918441772,0.7731959819793701,3.6783696078171436e+27,3.367416606102413e+26,5.894178043703781e+27,7.450739860534668,0.9395447373390198,0.0915464535355568,0.6240682601928711,True
t1_20x20_test00910,0.3391219973564148,4,1,4,1,400,206,194,0.5149999856948853,1,1,1,0.6481770277023315,1,227,227,1,190,160,0.6407769918441772,0.7731959819793701,3.6783696078171436e+27,3.367416606102413e+26,5.894178043703781e+27,7.450739860534668,0.9395447373390198,0.0915464535355568,0.6240682601928711,True
t1_40x40_test00380,0.35085201263427734,2,5,2,1,1600,846,754,0.5287500023841858,0.9975000023841858,1,0.9946950078010559,0.7427579760551453,1,658,642,0.9756839871406555,590,517,0.47517699003219604,0.6240000128746033,4.8273334741634406e+27,1.647750987165528e+27,6.07326907020013e+27,7.187749862670898,0.6906516551971436,0.34133774042129517,0.7948492765426636,True
t1_40x40_test00420,0.35182398557662964,1,1,1,1,1600,851,749,0.5318750143051147,1,1,1,0.7365009784698486,1,618,618,1,573,510,0.4582839906215668,0.6475300192832947,4.7134595093871427e+27,1.4221875948331172e+27,6.174387332810386e+27,7.388969898223877,0.7271391749382019,0.3017290532588959,0.763388991355896,True
t1_80x80_test00190,0.35291799902915955,4,15,1,2,6400,3408,2992,0.5325000286102295,0.9973440170288086,0.9991199970245361,0.9953209757804871,0.8192790150642395,1,1979,1913,0.9666500091552734,1792,1651,0.34625598788261414,0.5157819986343384,5.25295800408124e+27,1.2214027545842285e+27,6.155555125572512e+27,8.888790130615234,0.7848959565162659,0.23251712322235107,0.8533686995506287,True
t1_40x40_test00600,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_20x20_test00260,0.3970769941806793,1,1,1,1,400,216,184,0.5400000214576721,1,1,1,0.32762598991394043,0.5370370149612427,132,132,1,96,84,0.8796300292015076,0.9782609939575195,1.766968604765098e+27,9.69645954121214e+24,6.345360611322682e+27,3.7942299842834473,0.9960203766822815,0.0054876240901649,0.27846622467041016,True
t1_40x40_test00890,0.3508780002593994,3,3,3,1,1600,852,748,0.5325000286102295,0.9987499713897705,1,0.9973260164260864,0.758201003074646,1,687,679,0.9883549809455872,631,546,0.45187801122665405,0.662198007106781,4.3856830032902124e+27,6.208387486043332e+26,6.179025877288185e+27,8.27068042755127,0.8747367858886719,0.14156033098697662,0.7097693085670471,True
t1_20x20_test00350,0.36694398522377014,1,1,1,1,400,203,197,0.5074999928474426,1,1,1,0.42517799139022827,0.704433023929596,158,158,1,120,113,0.719211995601654,0.7918779850006104,2.1075843398852354e+27,7.131903713376281e+25,6.113252756914776e+27,4.472809791564941,0.984393835067749,0.033839233219623566,0.3447566330432892,True
t1_40x40_test01030,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
t1_20x20_test00600,0.36191698908805847,1,1,1,1,400,208,192,0.5199999809265137,1,1,1,0.5523859858512878,0.903846025466919,202,202,1,159,135,0.6201919913291931,0.7291669845581055,2.880671003305665e+27,3.242466109379615e+26,6.31855055620781e+27,5.502530097961426,0.8860172033309937,0.11255939304828644,0.4559069573879242,True
t1_80x80_test00090,0.3489530086517334,8,28,2,1,6400,3372,3028,0.5268750190734863,0.9948440194129944,0.9982209801673889,0.991083025932312,0.8207449913024902,1,2087,1955,0.9367510080337524,1824,1643,0.34967300295829773,0.4945020079612732,4.793055291603816e+27,5.3158557935623915e+26,6.13463563234921e+27,9.344369888305664,0.9042968153953552,0.11090745776891708,0.781310498714447,True
t1_20x20_test00830,0.3487490117549896,1,1,1,1,400,209,191,0.5224999785423279,1,1,1,0.6448569893836975,1,222,222,1,195,152,0.5980859994888306,0.7748690247535706,3.4943342636132306e+27,4.2273909020979004e+26,5.977531353901293e+27,6.836510181427002,0.9074932932853699,0.120978444814682,0.5845781564712524,True
t1_40x40_test01070,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
t1_80x80_test00340,0.3503369987010956,3,8,2,2,6400,3389,3011,0.5295310020446777,0.9989060163497925,0.9997050166130066,0.9980069994926453,0.8251479864120483,1,2014,1986,0.986096978187561,1825,1714,0.35360100865364075,0.5094839930534363,5.553483504092961e+27,1.7741071995737185e+27,6.105923644133363e+27,8.528989791870117,0.7123697996139526,0.3194584250450134,0.9095239043235779,True
t1_40x40_test00430,0.35182398557662964,1,1,1,1,1600,851,749,0.5318750143051147,1,1,1,0.7365009784698486,1,618,618,1,573,510,0.4582839906215668,0.6475300192832947,4.7134595093871427e+27,1.4221875948331172e+27,6.174387332810386e+27,7.388969898223877,0.7271391749382019,0.3017290532588959,0.763388991355896,True
t1_80x80_test00270,0.35179299116134644,6,11,2,1,6400,3398,3002,0.5309370160102844,0.9978119730949402,0.9988229870796204,0.9966689944267273,0.8241819739341736,1,2036,1980,0.9724950194358826,1824,1690,0.3379490077495575,0.5050129890441895,5.332229418750121e+27,1.2928489128430893e+27,6.110747541495614e+27,8.947609901428223,0.7783440947532654,0.24245935678482056,0.8725985288619995,True
t1_80x80_test00670,0.3559589982032776,1,9,1,1,6400,3438,2962,0.5371879935264587,0.9987499713897705,1,0.9972990155220032,0.8371909856796265,1,2129,2097,0.9849690198898315,1950,1764,0.31529998779296875,0.5280969738960266,5.39262199281211e+27,1.2661731500250742e+27,6.193172906679242e+27,9.274979591369629,0.7977859973907471,0.23479729890823364,0.8707365393638611,True
t1_40x40_test00500,0.35523900389671326,3,1,3,1,1600,857,743,0.5356249809265137,1,1,1,0.7382799983024597,1,645,645,1,590,525,0.46557798981666565,0.6581429839134216,4.25053212117744e+27,6.460394359792382e+26,6.200919358598579e+27,8.01509952545166,0.874659538269043,0.15199024975299835,0.6854680776596069,True
""
t1_80x80_test00060,0.34891000390052795,14,33,2,1,6400,3373,3027,0.5270310044288635,0.9907810091972351,0.9952560067176819,0.9857950210571289,0.8260020017623901,1,2147,1937,0.9021890163421631,1849,1670,0.3342269957065582,0.5043569803237915,4.799781122067043e+27,4.139993180155716e+26,6.165017567412562e+27,9.507590293884277,0.9188030362129211,0.08625379204750061,0.7785510420799255,True
t1_80x80_test00540,0.35568198561668396,4,9,3,1,6400,3431,2969,0.5360940098762512,0.9985939860343933,0.9997090101242065,0.9973049759864807,0.8331339955329895,1,2138,2102,0.983161985874176,1924,1743,0.3099130094051361,0.5336040258407593,5.116309246349683e+27,8.131397836797702e+26,6.156853776355302e+27,9.471050262451172,0.8586471676826477,0.1589309424161911,0.8309940695762634,True
t1_20x20_test00780,0.34920400381088257,1,1,1,1,400,208,192,0.5199999809265137,1,1,1,0.6253200173377991,1,222,222,1,185,149,0.6875,0.75,3.467876319949238e+27,4.336107157231189e+26,5.969831535350974e+27,6.776810169219971,0.9064317345619202,0.12503638863563538,0.5809001922607422,True
t1_40x40_test00030,0.3519609868526459,8,7,3,1,1600,850,750,0.53125,0.9918749928474426,0.9941179752349854,0.9893329739570618,0.7203819751739502,1,633,583,0.9210109710693359,548,507,0.46745601296424866,0.5781670212745667,4.528445454729655e+27,1.257063262357761e+27,6.268269749377266e+27,7.285590171813965,0.746258020401001,0.27759265899658203,0.7224394679069519,True
t1_40x40_test01310,0.3524619936943054,2,3,2,1,1600,855,745,0.534375011920929,0.9987499713897705,1,0.997314989566803,0.7704370021820068,1,713,705,0.9887800216674805,657,561,0.37193000316619873,0.6406459808349609,4.326473086884277e+27,4.441877836270788e+26,6.147623320768722e+27,8.531530380249023,0.9146739840507507,0.1026674136519432,0.703763484954834,True
t1_40x40_test00860,0.3508780002593994,3,3,3,1,1600,852,748,0.5325000286102295,0.9987499713897705,1,0.9973260164260864,0.758201003074646,1,687,679,0.9883549809455872,631,546,0.45187801122665405,0.662198007106781,4.3856830032902124e+27,6.208387486043332e+26,6.179025877288185e+27,8.27068042755127,0.8747367858886719,0.14156033098697662,0.7097693085670471,True
t1_20x20_test00360,0.36822399497032166,1,2,1,1,400,204,196,0.5099999904632568,0.9975000023841858,1,0.9948980212211609,0.43414101004600525,0.7058820128440857,166,162,0.9759039878845215,124,115,0.784313976764679,0.8307690024375916,2.372518987029046e+27,1.9166932632463283e+26,6.273140280108535e+27,4.798349857330322,0.9381139874458313,0.08078727126121521,0.37820276618003845,True
t1_40x40_test00260,0.3571160137653351,1,1,1,1,1600,857,743,0.5356249809265137,1,1,1,0.7217050194740295,1,581,581,1,550,493,0.4492419958114624,0.6675639748573303,4.577807761279281e+27,1.3306430448231632e+27,6.188673672012688e+27,7.2856597900390625,0.7382181882858276,0.29067254066467285,0.7397074103355408,True
t1_20x20_test00470,0.36219799518585205,1,1,1,1,400,205,195,0.512499988079071,1,1,1,0.49617600440979004,0.800000011920929,180,180,1,143,124,0.6926829814910889,0.7282050251960754,3.1021665196349417e+27,6.329080105299036e+26,6.354684333647297e+27,5.31358003616333,0.7945029139518738,0.20402127504348755,0.4881700873374939,True
t1_20x20_test00930,0.3391219973564148,4,1,4,1,400,206,194,0.5149999856948853,1,1,1,0.6481770277023315,1,227,227,1,190,160,0.6407769918441772,0.7731959819793701,3.6783696078171436e+27,3.367416606102413e+26,5.894178043703781e+27,7.450739860534668,0.9395447373390198,0.0915464535355568,0.6240682601928711,True
